aldo_pH7p5_Elution1_0022_circles#_4_sc.txt - 1.00000 * Buffer_21.dat
 Q 	 I(Q) 	 ecart_type
    0.0354309	-1.13105e-007	 4.50838e-007
    0.0360023	-9.32501e-007	 4.43842e-007
    0.0365738	-1.21620e-006	 4.38585e-007
    0.0371452	-6.67205e-007	 4.35892e-007
    0.0377167	-3.96300e-007	 4.32636e-007
    0.0382881	-4.17102e-007	 4.28872e-007
    0.0388596	-1.38590e-006	 4.21804e-007
    0.0394310	-1.74080e-006	 4.17455e-007
    0.0400025	-1.03790e-006	 4.15620e-007
    0.0405739	-2.12400e-007	 4.14346e-007
    0.0411454	-4.99305e-007	 4.09981e-007
    0.0417168	-1.05570e-006	 4.04554e-007
    0.0422883	-1.18830e-006	 4.01127e-007
    0.0428597	-7.54204e-007	 3.98991e-007
    0.0434311	-1.00794e-007	 3.97112e-007
    0.0440026	-2.02701e-007	 3.94233e-007
    0.0445740	-3.10501e-007	 3.90961e-007
    0.0451455	-3.78197e-007	 3.87584e-007
    0.0457169	 1.86701e-007	 3.86263e-007
    0.0462883	-1.66896e-007	 3.82304e-007
    0.0468598	-2.55699e-007	 3.79023e-007
    0.0474312	-7.01402e-007	 3.75643e-007
    0.0480026	-7.28396e-007	 3.73360e-007
    0.0485741	-8.67505e-007	 3.70033e-007
    0.0491455	-7.24503e-007	 3.68087e-007
    0.0497169	-2.55401e-007	 3.66625e-007
    0.0502884	-3.08602e-007	 3.63530e-007
    0.0508598	-8.13103e-007	 3.60244e-007
    0.0514312	-3.02702e-007	 3.59505e-007
    0.0520026	-4.62198e-007	 3.56280e-007
    0.0525741	-3.56798e-007	 3.54309e-007
    0.0531455	-2.69501e-007	 3.52294e-007
    0.0537169	-1.10020e-006	 3.48562e-007
    0.0542883	-1.21260e-006	 3.45835e-007
    0.0548598	-3.51203e-007	 3.45638e-007
    0.0554312	-1.66503e-007	 3.44470e-007
    0.0560026	 2.12698e-007	 3.43524e-007
    0.0565740	-2.57205e-007	 3.40327e-007
    0.0571454	-9.72701e-007	 3.36087e-007
    0.0577169	-1.01250e-006	 3.34564e-007
    0.0582883	-8.39798e-007	 3.33352e-007
    0.0588597	 1.00408e-009	 3.33061e-007
    0.0594311	 5.06203e-007	 3.32310e-007
    0.0600025	-6.96964e-008	 3.29636e-007
    0.0605739	-7.07798e-007	 3.26349e-007
    0.0611453	-1.13230e-006	 3.23491e-007
    0.0617167	-1.02140e-006	 3.21971e-007
    0.0622881	-7.95102e-007	 3.20781e-007
    0.0628595	-5.29297e-007	 3.19553e-007
    0.0634309	-4.82796e-007	 3.18402e-007
    0.0640023	-5.18201e-007	 3.16613e-007
    0.0645737	-8.88998e-007	 3.14385e-007
    0.0651451	-7.66304e-007	 3.13048e-007
    0.0657165	-6.38895e-007	 3.11728e-007
    0.0662879	-4.21103e-007	 3.10464e-007
    0.0668593	-3.94197e-007	 3.08857e-007
    0.0674307	-1.10202e-007	 3.08191e-007
    0.0680021	-4.54398e-007	 3.05693e-007
    0.0685735	-8.74599e-007	 3.03322e-007
    0.0691449	-8.29605e-007	 3.02131e-007
    0.0697163	-3.17501e-007	 3.01966e-007
    0.0702877	-2.41402e-007	 3.00999e-007
    0.0708591	-1.62036e-008	 2.99819e-007
    0.0714305	-1.91700e-007	 2.98171e-007
    0.0720018	 4.82032e-008	 2.97565e-007
    0.0725732	-4.96002e-008	 3.00908e-007
    0.0731446	-2.96903e-007	 3.02543e-007
    0.0737160	-2.32394e-007	 3.03334e-007
    0.0742874	-1.83405e-007	 3.04389e-007
    0.0748587	-9.82698e-007	 3.03141e-007
    0.0754301	-7.36101e-007	 3.03671e-007
    0.0760015	-5.05403e-007	 3.04499e-007
    0.0765729	-4.84200e-007	 3.04035e-007
    0.0771442	-4.22195e-007	 3.04192e-007
    0.0777156	-2.84403e-007	 3.04759e-007
    0.0782870	 9.08040e-008	 3.05109e-007
    0.0788583	-2.55197e-007	 3.04260e-007
    0.0794297	-1.70607e-007	 3.04201e-007
    0.0800011	-1.15397e-007	 3.04151e-007
    0.0805724	-4.59986e-008	 3.03865e-007
    0.0811438	 7.44985e-008	 3.05598e-007
    0.0817151	 1.44937e-008	 3.11363e-007
    0.0822865	-5.51103e-007	 3.12698e-007
    0.0828579	-6.10300e-007	 3.14822e-007
    0.0834292	-6.78403e-007	 3.16369e-007
    0.0840006	-5.62999e-007	 3.18301e-007
    0.0845719	-4.82403e-007	 3.19938e-007
    0.0851433	-3.52404e-007	 3.21477e-007
    0.0857146	-4.53794e-007	 3.22627e-007
    0.0862859	-3.61899e-007	 3.23920e-007
    0.0868573	-8.12397e-007	 3.22887e-007
    0.0874286	-2.07998e-007	 3.18255e-007
    0.0880000	 6.48797e-007	 3.16610e-007
    0.0885713	 8.76404e-007	 3.14692e-007
    0.0891427	 4.46962e-008	 3.10426e-007
    0.0897140	 1.86898e-007	 3.09780e-007
    0.0902853	-4.03961e-008	 3.07848e-007
    0.0908566	-1.64604e-007	 3.06410e-007
    0.0914280	-3.79951e-008	 3.05869e-007
    0.0919993	-4.01298e-007	 3.04136e-007
    0.0925706	-4.40501e-007	 3.03246e-007
    0.0931420	-4.92000e-007	 3.02499e-007
    0.0937133	-1.20497e-007	 3.02141e-007
    0.0942846	-1.85799e-007	 3.01104e-007
    0.0948559	-3.02702e-007	 3.00207e-007
    0.0954272	-4.61594e-007	 2.99046e-007
    0.0959985	-2.41205e-007	 2.99001e-007
    0.0965699	-3.13397e-007	 2.98382e-007
    0.0971412	-4.83102e-007	 2.97357e-007
    0.0977125	-8.56904e-007	 2.95853e-007
    0.0982838	-2.67602e-007	 2.96280e-007
    0.0988551	 2.67399e-007	 2.96502e-007
    0.0994264	 4.33101e-007	 2.96748e-007
    0.0999977	 6.71062e-008	 2.94826e-007
     0.100569	-1.28101e-007	 2.93959e-007
     0.101140	-1.79716e-009	 2.93531e-007
     0.101712	 1.11599e-007	 2.93124e-007
     0.102283	 2.51966e-008	 2.92348e-007
     0.102854	-2.00016e-008	 2.91322e-007
     0.103425	-6.93035e-008	 2.90736e-007
     0.103997	 8.20000e-009	 2.90331e-007
     0.104568	 3.22398e-007	 2.90461e-007
     0.105139	 4.50003e-007	 2.90331e-007
     0.105711	 4.57199e-007	 2.89161e-007
     0.106282	 6.10300e-007	 2.89016e-007
     0.106853	 2.52898e-007	 2.87846e-007
     0.107424	-1.59998e-008	 2.86525e-007
     0.107996	-4.26400e-007	 2.84929e-007
     0.108567	 3.78001e-007	 2.85905e-007
     0.109138	 4.20798e-007	 2.85302e-007
     0.109709	 2.79804e-007	 2.84183e-007
     0.110281	 2.08900e-007	 2.82778e-007
     0.110852	 9.88948e-008	 2.81799e-007
     0.111423	 1.23036e-008	 2.80833e-007
     0.111995	-4.26196e-007	 2.79465e-007
     0.112566	-2.49900e-007	 2.78853e-007
     0.113137	-6.87942e-008	 2.78240e-007
     0.113708	 2.53058e-008	 2.77968e-007
     0.114280	-6.88015e-008	 2.77282e-007
     0.114851	 2.36301e-007	 2.77295e-007
     0.115422	-4.72093e-007	 2.75401e-007
     0.115993	-7.47401e-007	 2.74666e-007
     0.116564	-2.34599e-007	 2.74946e-007
     0.117136	 1.00801e-007	 2.75149e-007
     0.117707	-5.51998e-007	 2.73110e-007
     0.118278	-5.52005e-007	 2.72847e-007
     0.118849	-6.27399e-007	 2.72546e-007
     0.119421	-4.81894e-007	 2.71864e-007
     0.119992	-1.38301e-007	 2.72198e-007
     0.120563	-1.27700e-007	 2.71757e-007
     0.121134	 1.82103e-007	 2.72184e-007
     0.121706	 2.11301e-007	 2.71708e-007
     0.122277	-2.29200e-007	 2.69882e-007
     0.122848	-3.03902e-007	 2.69597e-007
     0.123419	-2.77003e-007	 2.69321e-007
     0.123990	-1.67405e-007	 2.68824e-007
     0.124562	-3.45804e-007	 2.67989e-007
     0.125133	 1.60901e-007	 2.68468e-007
     0.125704	 8.22038e-008	 2.68104e-007
     0.126275	-2.09599e-007	 2.67051e-007
     0.126846	-3.26800e-007	 2.66233e-007
     0.127418	-2.15194e-007	 2.65970e-007
     0.127989	-4.34702e-007	 2.64938e-007
     0.128560	-3.50199e-007	 2.64823e-007
     0.129131	-9.59990e-008	 2.64924e-007
     0.129702	-5.26197e-007	 2.63446e-007
     0.130273	-5.94497e-007	 2.62865e-007
     0.130845	-2.96801e-007	 2.63148e-007
     0.131416	-1.99601e-007	 2.62798e-007
     0.131987	-1.81702e-007	 2.62457e-007
     0.132558	 4.12983e-008	 2.62659e-007
     0.133129	 7.67031e-008	 2.62487e-007
     0.133701	-1.10107e-007	 2.61606e-007
     0.134272	-1.58099e-007	 2.60827e-007
     0.134843	-9.41000e-008	 2.60555e-007
     0.135414	 2.49594e-007	 2.60843e-007
     0.135985	 5.22399e-007	 2.60911e-007
     0.136556	 1.19100e-007	 2.59913e-007
     0.137127	 4.57505e-007	 2.59901e-007
     0.137699	-1.58099e-007	 2.58511e-007
     0.138270	-1.34802e-007	 2.58121e-007
     0.138841	-1.29905e-007	 2.57731e-007
     0.139412	 1.36701e-007	 2.57624e-007
     0.139983	-7.64994e-008	 2.56712e-007
     0.140554	-3.79296e-007	 2.55957e-007
     0.141125	-6.02595e-007	 2.55130e-007
     0.141697	-7.89398e-007	 2.54311e-007
     0.142268	-4.62504e-007	 2.54373e-007
     0.142839	-4.05998e-007	 2.54153e-007
     0.143410	-5.19503e-007	 2.53454e-007
     0.143981	 6.55054e-008	 2.54162e-007
     0.144552	-4.55606e-007	 2.52616e-007
     0.145123	-2.83202e-007	 2.52736e-007
     0.145694	-2.77301e-007	 2.52543e-007
     0.146265	-1.21800e-007	 2.52186e-007
     0.146837	 1.99099e-007	 2.52437e-007
     0.147408	-6.62039e-008	 2.51455e-007
     0.147979	-3.41897e-007	 2.50673e-007
     0.148550	-3.01399e-007	 2.50509e-007
     0.149121	 1.22905e-007	 2.50684e-007
     0.149692	 1.47600e-007	 2.50249e-007
     0.150263	 1.46974e-008	 2.49720e-007
     0.150834	 2.08966e-008	 2.49555e-007
     0.151405	-1.24201e-007	 2.48604e-007
     0.151976	-3.66999e-008	 2.48319e-007
     0.152547	 5.91972e-008	 2.48276e-007
     0.153118	 7.75981e-008	 2.48014e-007
     0.153689	-1.94501e-007	 2.47077e-007
     0.154261	-5.76983e-008	 2.46765e-007
     0.154832	 1.23982e-008	 2.46760e-007
     0.155403	-3.98897e-007	 2.45566e-007
     0.155974	-4.54602e-007	 2.44833e-007
     0.156545	-3.07402e-007	 2.44778e-007
     0.157116	-9.53005e-008	 2.44861e-007
     0.157687	-3.25104e-007	 2.44258e-007
     0.158258	-5.19300e-007	 2.43601e-007
     0.158829	-1.77599e-007	 2.43607e-007
     0.159400	 1.58398e-007	 2.43906e-007
     0.159971	-1.47302e-007	 2.43237e-007
     0.160542	-1.02205e-007	 2.42911e-007
     0.161113	-3.96205e-007	 2.42056e-007
     0.161684	-6.41900e-007	 2.41225e-007
     0.162255	-6.34900e-007	 2.40786e-007
     0.162826	-2.29506e-007	 2.40921e-007
     0.163397	-4.51000e-007	 2.40053e-007
     0.163968	-3.06500e-007	 2.40013e-007
     0.164539	 1.73022e-008	 2.40531e-007
     0.165110	-2.68694e-007	 2.39683e-007
     0.165681	-2.96401e-007	 2.39386e-007
     0.166252	-3.36302e-007	 2.38879e-007
     0.166823	-4.70005e-007	 2.38268e-007
     0.167394	-9.90985e-008	 2.38561e-007
     0.167965	 1.38294e-007	 2.38765e-007
     0.168536	-7.25995e-008	 2.37731e-007
     0.169107	 2.33602e-007	 2.38012e-007
     0.169678	 3.14001e-007	 2.37832e-007
     0.170249	 1.55400e-007	 2.37288e-007
     0.170820	-1.10202e-007	 2.36377e-007
     0.171391	-4.55802e-007	 2.35492e-007
     0.171962	-9.78034e-008	 2.35865e-007
     0.172533	-7.45058e-008	 2.35646e-007
     0.173104	-3.07198e-007	 2.34955e-007
     0.173675	-3.52098e-007	 2.34405e-007
     0.174246	-5.41098e-007	 2.33974e-007
     0.174817	-5.98004e-007	 2.33486e-007
     0.175388	-4.43200e-007	 2.33513e-007
     0.175958	-5.28962e-008	 2.33622e-007
     0.176529	-3.34199e-007	 2.32887e-007
     0.177100	-2.19996e-007	 2.32872e-007
     0.177671	-1.12799e-007	 2.32657e-007
     0.178242	-2.29797e-007	 2.32029e-007
     0.178813	-5.35198e-007	 2.31260e-007
     0.179384	-8.01003e-007	 2.30484e-007
     0.179955	-6.43100e-007	 2.30673e-007
     0.180526	-1.62698e-007	 2.31139e-007
     0.181097	 7.90023e-008	 2.31032e-007
     0.181668	-1.83303e-007	 2.30234e-007
     0.182239	-2.19799e-007	 2.30141e-007
     0.182809	-2.57802e-007	 2.29562e-007
     0.183380	-2.98300e-007	 2.29018e-007
     0.183951	-4.58502e-007	 2.28617e-007
     0.184522	-4.19699e-007	 2.28251e-007
     0.185093	 4.20550e-009	 2.28651e-007
     0.185664	-1.29003e-007	 2.28203e-007
     0.186235	-2.52796e-007	 2.27791e-007
     0.186806	-2.42202e-007	 2.27447e-007
     0.187376	-3.69000e-007	 2.26870e-007
     0.187947	-1.46196e-007	 2.26924e-007
     0.188518	 1.61403e-007	 2.27212e-007
     0.189089	 1.16102e-007	 2.26771e-007
     0.189660	-1.68802e-007	 2.26013e-007
     0.190231	-4.55999e-007	 2.25274e-007
     0.190802	-6.07499e-007	 2.24769e-007
     0.191372	-3.23002e-007	 2.25055e-007
     0.191943	-1.39698e-009	 2.25283e-007
     0.192514	 2.24201e-007	 2.25213e-007
     0.193085	-5.10991e-008	 2.24505e-007
     0.193656	-9.32996e-008	 2.24144e-007
     0.194227	-6.12999e-008	 2.23897e-007
     0.194797	 3.00060e-008	 2.23772e-007
     0.195368	-1.69966e-008	 2.23287e-007
     0.195939	-1.33601e-007	 2.23149e-007
     0.196510	-4.63799e-007	 2.22051e-007
     0.197081	-2.02701e-007	 2.22177e-007
     0.197651	-2.18097e-007	 2.22020e-007
     0.198222	-2.28800e-007	 2.21607e-007
     0.198793	-3.94102e-007	 2.21154e-007
     0.199364	-2.67297e-007	 2.21040e-007
     0.199935	-3.18032e-008	 2.20976e-007
     0.200505	-4.79049e-008	 2.22723e-007
     0.201076	-2.43206e-007	 2.25221e-007
     0.201647	-3.61404e-007	 2.26885e-007
     0.202218	-6.16397e-007	 2.27871e-007
     0.202788	-3.35596e-007	 2.29108e-007
     0.203359	-8.26985e-008	 2.30342e-007
     0.203930	-3.12895e-007	 2.30853e-007
     0.204501	-1.39094e-007	 2.31888e-007
     0.205071	-3.94801e-007	 2.31505e-007
     0.205642	-4.18797e-007	 2.31684e-007
     0.206213	-6.21003e-008	 2.32621e-007
     0.206784	-1.73801e-007	 2.32592e-007
     0.207354	-5.43798e-007	 2.31836e-007
     0.207925	-7.88699e-007	 2.31722e-007
     0.208496	-6.61705e-007	 2.32008e-007
     0.209067	-1.84700e-007	 2.35627e-007
     0.209637	-1.46101e-007	 2.39448e-007
     0.210208	-4.20900e-007	 2.41451e-007
     0.210779	-6.00907e-007	 2.43358e-007
     0.211349	-5.18201e-007	 2.44878e-007
     0.211920	-3.68098e-007	 2.46472e-007
     0.212491	-2.10399e-007	 2.48167e-007
     0.213061	 1.51500e-007	 2.50301e-007
     0.213632	 6.44497e-007	 2.52489e-007
     0.214203	 6.95400e-007	 2.53689e-007
     0.214773	 3.42996e-007	 2.54158e-007
     0.215344	-2.91206e-007	 2.54070e-007
     0.215915	-4.57199e-007	 2.54781e-007
     0.216485	-5.72400e-007	 2.56074e-007
     0.217056	-1.82998e-007	 2.57158e-007
     0.217627	-4.73898e-007	 2.52761e-007
     0.218197	-5.51699e-007	 2.48961e-007
     0.218768	-4.19401e-007	 2.47665e-007
     0.219339	-1.72106e-007	 2.47022e-007
     0.219909	-3.27498e-007	 2.45830e-007
     0.220480	-3.66701e-007	 2.45082e-007
     0.221051	-6.00994e-008	 2.44915e-007
     0.221621	-3.22099e-007	 2.43661e-007
     0.222192	-6.61967e-008	 2.43696e-007
     0.222762	 2.28400e-007	 2.43706e-007
     0.223333	 5.68201e-007	 2.43891e-007
     0.223904	 7.26795e-007	 2.43783e-007
     0.224474	 6.61967e-008	 2.41892e-007
     0.225045	-2.02999e-007	 2.40781e-007
     0.225615	-1.02496e-007	 2.40374e-007
     0.226186	 2.22506e-007	 2.41202e-007
     0.226757	 1.47003e-007	 2.40456e-007
     0.227327	-3.61601e-007	 2.39096e-007
     0.227898	-2.61396e-007	 2.39042e-007
     0.228468	-8.85993e-008	 2.38985e-007
     0.229039	-1.37596e-007	 2.38402e-007
     0.229609	-1.12705e-007	 2.38231e-007
     0.230180	-2.21989e-008	 2.37965e-007
     0.230751	-5.93936e-008	 2.37923e-007
     0.231321	 2.97005e-008	 2.37714e-007
     0.231892	-1.52198e-007	 2.37160e-007
     0.232462	-3.46401e-007	 2.36843e-007
     0.233033	-3.82199e-007	 2.36922e-007
     0.233603	-1.87501e-007	 2.37160e-007
     0.234174	-2.94967e-008	 2.37364e-007
     0.234744	 8.79008e-008	 2.37567e-007
     0.235315	-7.01039e-008	 2.36908e-007
     0.235885	-1.18205e-007	 2.36588e-007
     0.236456	 1.31986e-008	 2.36551e-007
     0.237026	-8.88031e-008	 2.36013e-007
     0.237597	 3.16402e-007	 2.36815e-007
     0.238167	 3.26101e-007	 2.36711e-007
     0.238738	 1.57001e-007	 2.36145e-007
     0.239308	-1.36104e-007	 2.35488e-007
     0.239879	-2.39597e-007	 2.34906e-007
     0.240449	-1.26201e-007	 2.35118e-007
     0.241020	-4.79995e-008	 2.35073e-007
     0.241590	-1.56200e-007	 2.34782e-007
     0.242161	-1.37501e-007	 2.34489e-007
     0.242731	-1.38971e-008	 2.34570e-007
     0.243301	-2.73598e-007	 2.33804e-007
     0.243872	-1.71705e-007	 2.33873e-007
     0.244442	-1.69901e-007	 2.34001e-007
     0.245013	-2.33798e-007	 2.33559e-007
     0.245583	 1.40499e-007	 2.33949e-007
     0.246154	 3.66294e-007	 2.34091e-007
     0.246724	 7.70960e-008	 2.33506e-007
     0.247294	-8.69986e-008	 2.33095e-007
     0.247865	-3.62998e-008	 2.33015e-007
     0.248435	-9.08040e-008	 2.32616e-007
     0.249006	 1.59198e-007	 2.33146e-007
     0.249576	 1.23400e-007	 2.32926e-007
     0.250146	 1.41605e-007	 2.32682e-007
     0.250717	 1.48400e-007	 2.32549e-007
     0.251287	 1.96203e-007	 2.32598e-007
     0.251858	 3.41024e-008	 2.32002e-007
     0.252428	 1.96000e-007	 2.32187e-007
     0.252998	 3.56202e-007	 2.32439e-007
     0.253569	-1.67202e-007	 2.31429e-007
     0.254139	-1.95105e-007	 2.31310e-007
     0.254709	-1.14298e-007	 2.31131e-007
     0.255280	-4.22951e-008	 2.31155e-007
     0.255850	-3.21394e-007	 2.30514e-007
     0.256420	-4.56399e-007	 2.30138e-007
     0.256991	-1.21800e-007	 2.30530e-007
     0.257561	-6.82994e-008	 2.30548e-007
     0.258131	-5.91797e-007	 2.29483e-007
     0.258702	-1.45803e-007	 2.30152e-007
     0.259272	-3.11804e-007	 2.29671e-007
     0.259842	-2.45098e-007	 2.29531e-007
     0.260413	-1.42805e-007	 2.29360e-007
     0.260983	 1.45701e-007	 2.29865e-007
     0.261553	-1.96451e-010	 2.29433e-007
     0.262123	-2.17704e-007	 2.29010e-007
     0.262694	-2.12094e-007	 2.28809e-007
     0.263264	-1.72506e-007	 2.28589e-007
     0.263834	 1.21203e-007	 2.29151e-007
     0.264405	 9.29867e-009	 2.28735e-007
     0.264975	-2.40696e-007	 2.28272e-007
     0.265545	 1.70796e-007	 2.28690e-007
     0.266115	 1.55698e-007	 2.28487e-007
     0.266686	 4.28990e-008	 2.28225e-007
     0.267256	-1.34401e-007	 2.27748e-007
     0.267826	-2.27396e-007	 2.27167e-007
     0.268396	 1.27096e-007	 2.27650e-007
     0.268966	 1.20301e-007	 2.27400e-007
     0.269537	-2.90966e-008	 2.27237e-007
     0.270107	 4.87998e-008	 2.26987e-007
     0.270677	-3.76800e-007	 2.26225e-007
     0.271247	-3.83901e-007	 2.26081e-007
     0.271817	 4.46962e-008	 2.26843e-007
     0.272388	 2.45498e-007	 2.26938e-007
     0.272958	-9.80945e-008	 2.26220e-007
     0.273528	-4.13100e-007	 2.25544e-007
     0.274098	-1.69195e-007	 2.25905e-007
     0.274668	 1.36199e-007	 2.26029e-007
     0.275238	-1.26020e-008	 2.25570e-007
     0.275809	-1.33899e-007	 2.25396e-007
     0.276379	-9.28994e-008	 2.25314e-007
     0.276949	 4.04980e-008	 2.25453e-007
     0.277519	 1.39989e-008	 2.25173e-007
     0.278089	-2.31303e-007	 2.24854e-007
     0.278659	-5.69999e-008	 2.24957e-007
     0.279229	 1.10405e-007	 2.24944e-007
     0.279800	-1.25001e-007	 2.24390e-007
     0.280370	-4.75993e-008	 2.24439e-007
     0.280940	 8.44957e-008	 2.24453e-007
     0.281510	 3.43694e-007	 2.24885e-007
     0.282080	 1.09903e-007	 2.24490e-007
     0.282650	-2.74958e-008	 2.23826e-007
     0.283220	-8.94943e-008	 2.23671e-007
     0.283790	 9.34015e-008	 2.23801e-007
     0.284360	 1.15899e-007	 2.23773e-007
     0.284930	 1.56600e-007	 2.23641e-007
     0.285500	 2.57802e-007	 2.23697e-007
     0.286070	 1.28006e-007	 2.23522e-007
     0.286641	-2.20796e-007	 2.22514e-007
     0.287211	-5.39803e-007	 2.22197e-007
     0.287781	-3.65399e-007	 2.22132e-007
     0.288351	-3.88602e-007	 2.22129e-007
     0.288921	-6.27806e-007	 2.21601e-007
     0.289491	-6.08299e-007	 2.21279e-007
     0.290061	-4.38296e-007	 2.21777e-007
     0.290631	-4.38959e-008	 2.22133e-007
     0.291201	-6.19912e-009	 2.21886e-007
     0.291771	 1.43496e-007	 2.21864e-007
     0.292341	 2.33405e-007	 2.21524e-007
     0.292911	-1.54978e-008	 2.21018e-007
     0.293481	-1.69501e-007	 2.20277e-007
     0.294051	-1.73502e-007	 2.20021e-007
     0.294621	-1.94297e-007	 2.19739e-007
     0.295191	 1.61795e-007	 2.19863e-007
     0.295761	-1.65295e-007	 2.19159e-007
     0.296330	-2.17100e-007	 2.19075e-007
     0.296900	-2.39103e-007	 2.18803e-007
     0.297470	 1.47702e-007	 2.19387e-007
     0.298040	 3.50701e-007	 2.19467e-007
     0.298610	 4.71999e-007	 2.19512e-007
     0.299180	 1.98495e-007	 2.18887e-007
     0.299750	-1.73022e-008	 2.18477e-007
     0.300320	-9.46966e-008	 2.18205e-007
     0.300890	-3.71700e-007	 2.17738e-007
     0.301460	-2.00700e-007	 2.17891e-007
     0.302030	-4.11397e-007	 2.17326e-007
     0.302600	-5.97902e-007	 2.16904e-007
     0.303169	-2.88201e-007	 2.17260e-007
     0.303739	 2.63004e-007	 2.18051e-007
     0.304309	-9.54024e-008	 2.17386e-007
     0.304879	-3.26705e-007	 2.16719e-007
     0.305449	-1.74397e-007	 2.17049e-007
     0.306019	-2.20396e-007	 2.16749e-007
     0.306589	-1.65201e-007	 2.16892e-007
     0.307158	-1.07801e-007	 2.16659e-007
     0.307728	-2.73503e-007	 2.16413e-007
     0.308298	-3.18498e-007	 2.16334e-007
     0.308868	-2.78502e-007	 2.16022e-007
     0.309438	-1.55698e-007	 2.16317e-007
     0.310008	-2.10799e-007	 2.15821e-007
     0.310577	-1.15004e-007	 2.16094e-007
     0.311147	-1.76704e-007	 2.15635e-007
     0.311717	-6.70989e-008	 2.15666e-007
     0.312287	-6.27988e-008	 2.15768e-007
     0.312856	-1.90499e-007	 2.15222e-007
     0.313426	 1.32997e-007	 2.15952e-007
     0.313996	 1.19195e-007	 2.15549e-007
     0.314566	-2.29920e-009	 2.15164e-007
     0.315136	-1.29512e-009	 2.15201e-007
     0.315705	-1.07197e-007	 2.14599e-007
     0.316275	-9.32996e-008	 2.14865e-007
     0.316845	 1.19981e-008	 2.14610e-007
     0.317414	 1.06906e-007	 2.14817e-007
     0.317984	-1.83798e-007	 2.14198e-007
     0.318554	-2.85101e-007	 2.13595e-007
     0.319124	-4.51997e-007	 2.13505e-007
     0.319693	-4.42997e-007	 2.13052e-007
     0.320263	-2.42893e-007	 2.13684e-007
     0.320833	-8.75953e-008	 2.13529e-007
     0.321402	-4.96002e-008	 2.13406e-007
     0.321972	 1.08499e-007	 2.13757e-007
     0.322542	 1.57503e-007	 2.13540e-007
     0.323111	-3.83006e-007	 2.12770e-007
     0.323681	-4.78205e-007	 2.12260e-007
     0.324251	-2.08100e-007	 2.12611e-007
     0.324820	-2.82402e-007	 2.12479e-007
     0.325390	-3.73984e-008	 2.12442e-007
     0.325960	-3.23598e-007	 2.12127e-007
     0.326529	-3.80300e-007	 2.11703e-007
     0.327099	-1.70498e-007	 2.12245e-007
