aldo_pH7p5_Elution1_0022_circles#_5_sc.txt - 1.00000 * Buffer_21.dat
 Q 	 I(Q) 	 ecart_type
    0.0354309	-9.90898e-007	 4.48349e-007
    0.0360023	-4.46606e-007	 4.45313e-007
    0.0365738	-4.54202e-007	 4.40842e-007
    0.0371452	-6.64106e-007	 4.35965e-007
    0.0377167	-3.76902e-007	 4.32755e-007
    0.0382881	-7.16296e-007	 4.28095e-007
    0.0388596	-5.25994e-007	 4.24276e-007
    0.0394310	-4.21700e-007	 4.21185e-007
    0.0400025	-4.70704e-007	 4.17245e-007
    0.0405739	-1.18700e-007	 4.14662e-007
    0.0411454	-3.85800e-007	 4.10349e-007
    0.0417168	-6.70399e-007	 4.05658e-007
    0.0422883	-9.64705e-007	 4.01790e-007
    0.0428597	 4.08196e-007	 4.02148e-007
    0.0434311	 7.52101e-007	 3.99421e-007
    0.0440026	-6.78803e-007	 3.93036e-007
    0.0445740	-1.01380e-006	 3.89173e-007
    0.0451455	-6.08801e-007	 3.87041e-007
    0.0457169	-4.23897e-007	 3.84742e-007
    0.0462883	-8.79096e-007	 3.80527e-007
    0.0468598	-5.16498e-007	 3.78411e-007
    0.0474312	 6.03031e-008	 3.77638e-007
    0.0480026	-1.87400e-007	 3.74784e-007
    0.0485741	-2.70506e-007	 3.71591e-007
    0.0491455	-7.72903e-007	 3.68020e-007
    0.0497169	-6.50303e-007	 3.65695e-007
    0.0502884	-5.83706e-007	 3.62903e-007
    0.0508598	-3.73999e-007	 3.61380e-007
    0.0514312	-3.00999e-007	 3.59562e-007
    0.0520026	-5.45297e-007	 3.56129e-007
    0.0525741	 3.93993e-008	 3.55320e-007
    0.0531455	-1.34198e-007	 3.52672e-007
    0.0537169	-3.24399e-007	 3.50479e-007
    0.0542883	-4.60401e-007	 3.47690e-007
    0.0548598	-7.51003e-007	 3.44739e-007
    0.0554312	-1.18461e-006	 3.42110e-007
    0.0560026	-7.44003e-007	 3.41326e-007
    0.0565740	-3.35102e-007	 3.40195e-007
    0.0571454	-4.37940e-008	 3.38303e-007
    0.0577169	-2.47019e-008	 3.36905e-007
    0.0582883	-1.11599e-007	 3.35082e-007
    0.0588597	-2.06695e-007	 3.32633e-007
    0.0594311	-9.46966e-008	 3.30992e-007
    0.0600025	 6.47997e-008	 3.29990e-007
    0.0605739	-5.50805e-007	 3.26753e-007
    0.0611453	-3.25403e-007	 3.25363e-007
    0.0617167	 2.43999e-007	 3.24859e-007
    0.0622881	 2.31499e-007	 3.23120e-007
    0.0628595	-4.73701e-007	 3.19725e-007
    0.0634309	-7.97198e-007	 3.17750e-007
    0.0640023	-5.17401e-007	 3.16661e-007
    0.0645737	-7.08300e-007	 3.14828e-007
    0.0651451	-3.16300e-007	 3.14078e-007
    0.0657165	-2.56601e-007	 3.12606e-007
    0.0662879	-3.94401e-007	 3.10568e-007
    0.0668593	-4.27397e-007	 3.08830e-007
    0.0674307	-3.26901e-007	 3.07770e-007
    0.0680021	-6.66696e-007	 3.05283e-007
    0.0685735	-6.23600e-007	 3.03904e-007
    0.0691449	 5.13974e-008	 3.04049e-007
    0.0697163	-3.21961e-008	 3.02613e-007
    0.0702877	-2.61804e-007	 3.01001e-007
    0.0708591	-3.82002e-007	 2.99097e-007
    0.0714305	-6.40102e-007	 2.97276e-007
    0.0720018	-7.96499e-007	 2.95847e-007
    0.0725732	-2.93701e-007	 3.00437e-007
    0.0731446	-2.81201e-007	 3.02620e-007
    0.0737160	-2.84694e-007	 3.03268e-007
    0.0742874	-9.28048e-008	 3.04627e-007
    0.0748587	 7.33999e-008	 3.05446e-007
    0.0754301	-2.40107e-009	 3.05288e-007
    0.0760015	-5.84900e-007	 3.04373e-007
    0.0765729	-6.28097e-007	 3.03771e-007
    0.0771442	-3.80402e-007	 3.04326e-007
    0.0777156	 2.41896e-007	 3.05931e-007
    0.0782870	 6.04501e-007	 3.06249e-007
    0.0788583	 1.42201e-007	 3.05155e-007
    0.0794297	-4.36405e-007	 3.03676e-007
    0.0800011	-6.12097e-007	 3.03132e-007
    0.0805724	-5.32098e-007	 3.02871e-007
    0.0811438	-8.72002e-007	 3.03605e-007
    0.0817151	-5.84601e-007	 3.10094e-007
    0.0822865	-1.56404e-007	 3.13618e-007
    0.0828579	 5.38603e-007	 3.17424e-007
    0.0834292	 9.97497e-007	 3.20161e-007
    0.0840006	-7.89005e-008	 3.19439e-007
    0.0845719	-5.29901e-007	 3.19878e-007
    0.0851433	-3.02003e-007	 3.21639e-007
    0.0857146	-6.14295e-007	 3.22307e-007
    0.0862859	-1.09299e-006	 3.22292e-007
    0.0868573	-9.42295e-007	 3.22636e-007
    0.0874286	-4.24996e-007	 3.17813e-007
    0.0880000	-4.66200e-007	 3.14178e-007
    0.0885713	-8.30099e-007	 3.10976e-007
    0.0891427	-1.21750e-006	 3.07694e-007
    0.0897140	-2.04098e-007	 3.08972e-007
    0.0902853	 2.16700e-007	 3.08452e-007
    0.0908566	-2.02504e-007	 3.06372e-007
    0.0914280	-7.20996e-007	 3.04432e-007
    0.0919993	-4.52994e-007	 3.04068e-007
    0.0925706	-1.40702e-007	 3.03938e-007
    0.0931420	-6.71200e-007	 3.02157e-007
    0.0937133	-5.16702e-007	 3.01335e-007
    0.0942846	-1.95600e-007	 3.01127e-007
    0.0948559	-3.10101e-007	 3.00236e-007
    0.0954272	-2.74798e-007	 2.99488e-007
    0.0959985	-5.56705e-007	 2.98374e-007
    0.0965699	-2.98503e-007	 2.98457e-007
    0.0971412	-7.15008e-008	 2.98275e-007
    0.0977125	-7.41398e-007	 2.96143e-007
    0.0982838	-5.30701e-007	 2.95767e-007
    0.0988551	-1.21399e-007	 2.95728e-007
    0.0994264	 8.18036e-008	 2.96055e-007
    0.0999977	-1.48000e-007	 2.94418e-007
     0.100569	 1.68402e-007	 2.94622e-007
     0.101140	 2.71699e-007	 2.94146e-007
     0.101712	-1.00903e-007	 2.92725e-007
     0.102283	 1.54978e-008	 2.92371e-007
     0.102854	-3.25897e-007	 2.90728e-007
     0.103425	-8.84975e-008	 2.90739e-007
     0.103997	-4.66302e-007	 2.89390e-007
     0.104568	-6.32601e-007	 2.88528e-007
     0.105139	 6.30025e-008	 2.89577e-007
     0.105711	-2.32700e-007	 2.87785e-007
     0.106282	-3.81988e-008	 2.87730e-007
     0.106853	 2.75599e-007	 2.87936e-007
     0.107424	 7.27014e-008	 2.86748e-007
     0.107996	-9.72941e-008	 2.85644e-007
     0.108567	-5.44998e-007	 2.84065e-007
     0.109138	-6.50201e-007	 2.83165e-007
     0.109709	-3.36993e-007	 2.82973e-007
     0.110281	-1.95905e-007	 2.82003e-007
     0.110852	-4.50804e-007	 2.80731e-007
     0.111423	-5.09899e-007	 2.79822e-007
     0.111995	-6.50194e-007	 2.79056e-007
     0.112566	-6.54203e-007	 2.78084e-007
     0.113137	-1.05094e-007	 2.78208e-007
     0.113708	-2.89583e-009	 2.77953e-007
     0.114280	 1.25197e-007	 2.77708e-007
     0.114851	 1.92704e-007	 2.77249e-007
     0.115422	 9.20409e-009	 2.76395e-007
     0.115993	-4.30795e-007	 2.75336e-007
     0.116564	 5.08007e-008	 2.75549e-007
     0.117136	 4.78802e-007	 2.75933e-007
     0.117707	 5.92401e-007	 2.75399e-007
     0.118278	 2.32976e-008	 2.74019e-007
     0.118849	-7.66500e-007	 2.72312e-007
     0.119421	-5.76394e-007	 2.71719e-007
     0.119992	-5.82506e-007	 2.71367e-007
     0.120563	-7.05099e-007	 2.70669e-007
     0.121134	-7.47197e-007	 2.70410e-007
     0.121706	-4.08698e-007	 2.70543e-007
     0.122277	-3.44095e-007	 2.69697e-007
     0.122848	-1.99201e-007	 2.69841e-007
     0.123419	-2.83202e-007	 2.69348e-007
     0.123990	-3.50403e-007	 2.68509e-007
     0.124562	-1.62501e-007	 2.68382e-007
     0.125133	 1.10602e-007	 2.68411e-007
     0.125704	-1.33397e-007	 2.67729e-007
     0.126275	-4.36994e-007	 2.66653e-007
     0.126846	-6.17896e-007	 2.65713e-007
     0.127418	-7.79983e-008	 2.66273e-007
     0.127989	-1.92798e-007	 2.65439e-007
     0.128560	-1.55800e-007	 2.65234e-007
     0.129131	-2.14095e-007	 2.64737e-007
     0.129702	-4.17996e-007	 2.63691e-007
     0.130273	-3.86295e-007	 2.63302e-007
     0.130845	 4.00978e-008	 2.63827e-007
     0.131416	 2.53698e-007	 2.63696e-007
     0.131987	 3.39300e-007	 2.63481e-007
     0.132558	 2.95600e-007	 2.63177e-007
     0.133129	-1.09801e-007	 2.62173e-007
     0.133701	-3.60007e-007	 2.61173e-007
     0.134272	-2.02999e-008	 2.61125e-007
     0.134843	 1.20999e-007	 2.60997e-007
     0.135414	 4.59841e-009	 2.60422e-007
     0.135985	-1.21297e-007	 2.59747e-007
     0.136556	-1.53006e-007	 2.59443e-007
     0.137127	-7.62957e-008	 2.58945e-007
     0.137699	-4.40203e-007	 2.58022e-007
     0.138270	-6.65204e-007	 2.57170e-007
     0.138841	-4.24399e-007	 2.57222e-007
     0.139412	-2.95702e-007	 2.56858e-007
     0.139983	-1.22200e-007	 2.56664e-007
     0.140554	 7.01039e-008	 2.56828e-007
     0.141125	-8.75007e-008	 2.56122e-007
     0.141697	-2.19195e-007	 2.55403e-007
     0.142268	-3.72107e-007	 2.54579e-007
     0.142839	-2.90995e-007	 2.54403e-007
     0.143410	-1.04206e-007	 2.54256e-007
     0.143981	 1.43802e-007	 2.54343e-007
     0.144552	-1.81906e-007	 2.53157e-007
     0.145123	-5.94802e-007	 2.52202e-007
     0.145694	-2.83297e-007	 2.52569e-007
     0.146265	-6.53963e-008	 2.52327e-007
     0.146837	-4.23897e-007	 2.51337e-007
     0.147408	-4.69699e-007	 2.50755e-007
     0.147979	-4.86594e-007	 2.50446e-007
     0.148550	-6.52202e-007	 2.49907e-007
     0.149121	-1.03230e-006	 2.48622e-007
     0.149692	-4.38798e-007	 2.49224e-007
     0.150263	 2.12021e-008	 2.49769e-007
     0.150834	-2.75999e-007	 2.49056e-007
     0.151405	-2.06499e-007	 2.48492e-007
     0.151976	-5.63698e-007	 2.47406e-007
     0.152547	-5.74197e-007	 2.47171e-007
     0.153118	 1.46400e-007	 2.48174e-007
     0.153689	-7.48041e-008	 2.47327e-007
     0.154261	 3.46503e-007	 2.47523e-007
     0.154832	 2.82300e-007	 2.47278e-007
     0.155403	 6.47051e-008	 2.46431e-007
     0.155974	 8.09960e-008	 2.45825e-007
     0.156545	 3.06973e-008	 2.45416e-007
     0.157116	-1.09700e-007	 2.44871e-007
     0.157687	-9.50022e-008	 2.44703e-007
     0.158258	-1.99943e-008	 2.44523e-007
     0.158829	 1.66103e-007	 2.44251e-007
     0.159400	-1.84002e-007	 2.43337e-007
     0.159971	-4.75004e-007	 2.42692e-007
     0.160542	-4.29602e-007	 2.42368e-007
     0.161113	-5.39003e-007	 2.41839e-007
     0.161684	 8.85047e-008	 2.42546e-007
     0.162255	 1.03697e-007	 2.42121e-007
     0.162826	 3.51894e-007	 2.41977e-007
     0.163397	 6.34027e-008	 2.40991e-007
     0.163968	-1.19697e-007	 2.40375e-007
     0.164539	-7.40984e-008	 2.40407e-007
     0.165110	-3.29099e-007	 2.39612e-007
     0.165681	-3.87299e-007	 2.39262e-007
     0.166252	-3.57206e-007	 2.38878e-007
     0.166823	-6.55054e-008	 2.39006e-007
     0.167394	 1.50598e-007	 2.39029e-007
     0.167965	 2.55299e-007	 2.39003e-007
     0.168536	 8.68968e-008	 2.38042e-007
     0.169107	 5.92991e-008	 2.37746e-007
     0.169678	-1.10798e-007	 2.37134e-007
     0.170249	-2.43395e-007	 2.36636e-007
     0.170820	-1.85399e-007	 2.36282e-007
     0.171391	-1.64800e-007	 2.36028e-007
     0.171962	-1.50503e-007	 2.35809e-007
     0.172533	-2.80801e-007	 2.35327e-007
     0.173104	-1.08099e-007	 2.35332e-007
     0.173675	-9.57007e-008	 2.34878e-007
     0.174246	-6.02959e-008	 2.34832e-007
     0.174817	-2.40034e-008	 2.34502e-007
     0.175388	-2.45200e-007	 2.33885e-007
     0.175958	-4.94496e-007	 2.32903e-007
     0.176529	-3.48206e-007	 2.32897e-007
     0.177100	-2.41598e-007	 2.32869e-007
     0.177671	-3.81100e-007	 2.32234e-007
     0.178242	-1.75394e-007	 2.32156e-007
     0.178813	 9.08985e-008	 2.32356e-007
     0.179384	 8.00355e-010	 2.31879e-007
     0.179955	 2.80997e-008	 2.31844e-007
     0.180526	-3.96700e-007	 2.30778e-007
     0.181097	-4.47304e-007	 2.30178e-007
     0.181668	-3.86302e-007	 2.29925e-007
     0.182239	-3.99501e-007	 2.29872e-007
     0.182809	-1.71101e-007	 2.29741e-007
     0.183380	-2.56987e-008	 2.29509e-007
     0.183951	-1.04395e-007	 2.29245e-007
     0.184522	-3.47201e-007	 2.28406e-007
     0.185093	-3.11098e-007	 2.28156e-007
     0.185664	 1.80007e-008	 2.28481e-007
     0.186235	-3.29594e-007	 2.27696e-007
     0.186806	-4.89999e-007	 2.27066e-007
     0.187376	-2.98896e-007	 2.27020e-007
     0.187947	-1.25496e-007	 2.26991e-007
     0.188518	 1.22302e-007	 2.27182e-007
     0.189089	 3.20499e-007	 2.27144e-007
     0.189660	-1.80953e-008	 2.26296e-007
     0.190231	-2.07699e-007	 2.25720e-007
     0.190802	 1.41605e-007	 2.26042e-007
     0.191372	 8.67003e-008	 2.25765e-007
     0.191943	-1.85100e-007	 2.25013e-007
     0.192514	-2.54098e-007	 2.24458e-007
     0.193085	-5.33000e-007	 2.23744e-007
     0.193656	-3.48700e-007	 2.23756e-007
     0.194227	 6.92016e-008	 2.24145e-007
     0.194797	-8.10978e-008	 2.23622e-007
     0.195368	-2.00802e-007	 2.23019e-007
     0.195939	-1.45599e-007	 2.23162e-007
     0.196510	 1.52701e-007	 2.23094e-007
     0.197081	 1.81200e-007	 2.22836e-007
     0.197651	-1.19697e-007	 2.22214e-007
     0.198222	-4.63595e-007	 2.21257e-007
     0.198793	-1.13105e-007	 2.21645e-007
     0.199364	 7.99992e-008	 2.21637e-007
     0.199935	 4.98985e-008	 2.21142e-007
     0.200505	 1.58499e-007	 2.23093e-007
     0.201076	 8.51942e-008	 2.25799e-007
     0.201647	-1.32903e-007	 2.27301e-007
     0.202218	-2.01602e-007	 2.28602e-007
     0.202788	 6.53017e-008	 2.29818e-007
     0.203359	 1.54003e-007	 2.30776e-007
     0.203930	 4.54020e-008	 2.31497e-007
     0.204501	-3.14700e-007	 2.31622e-007
     0.205071	-3.68898e-007	 2.31585e-007
     0.205642	-2.92297e-007	 2.31934e-007
     0.206213	-1.75496e-007	 2.32461e-007
     0.206784	-2.83304e-007	 2.32438e-007
     0.207354	-2.11097e-007	 2.32440e-007
     0.207925	-2.16300e-007	 2.32740e-007
     0.208496	 1.13898e-007	 2.33374e-007
     0.209067	 3.50105e-007	 2.36590e-007
     0.209637	 2.00962e-008	 2.39776e-007
     0.210208	-1.09801e-007	 2.42042e-007
     0.210779	-1.05407e-007	 2.44287e-007
     0.211349	-3.93498e-007	 2.45141e-007
     0.211920	-4.08996e-007	 2.46434e-007
     0.212491	 2.50293e-009	 2.48594e-007
     0.213061	-8.06976e-008	 2.49910e-007
     0.213632	-1.68897e-007	 2.51024e-007
     0.214203	 5.19503e-009	 2.52446e-007
     0.214773	-2.62800e-007	 2.53065e-007
     0.215344	-2.63906e-007	 2.54158e-007
     0.215915	-1.69995e-007	 2.55360e-007
     0.216485	-1.76406e-007	 2.56862e-007
     0.217056	-1.23102e-007	 2.57310e-007
     0.217627	-4.02099e-007	 2.52934e-007
     0.218197	-2.95600e-007	 2.49470e-007
     0.218768	-3.07802e-007	 2.47906e-007
     0.219339	-7.50901e-007	 2.46000e-007
     0.219909	-6.54800e-007	 2.45271e-007
     0.220480	-1.73801e-007	 2.45469e-007
     0.221051	-3.17603e-007	 2.44486e-007
     0.221621	 8.30041e-008	 2.44427e-007
     0.222192	 2.25700e-007	 2.44257e-007
     0.222762	-8.33970e-008	 2.43181e-007
     0.223333	-1.00103e-007	 2.42730e-007
     0.223904	 1.25394e-007	 2.42745e-007
     0.224474	-1.03704e-007	 2.41624e-007
     0.225045	-3.08100e-007	 2.40628e-007
     0.225615	-2.03596e-007	 2.40229e-007
     0.226186	 1.91605e-007	 2.41182e-007
     0.226757	-4.57003e-008	 2.40149e-007
     0.227327	-1.27402e-007	 2.39547e-007
     0.227898	-3.18098e-007	 2.38977e-007
     0.228468	 1.30705e-007	 2.39408e-007
     0.229039	 2.58100e-007	 2.39136e-007
     0.229609	 1.85399e-007	 2.38792e-007
     0.230180	-2.56601e-007	 2.37586e-007
     0.230751	-1.15695e-007	 2.37858e-007
     0.231321	-2.30903e-007	 2.37290e-007
     0.231892	 3.83596e-007	 2.38138e-007
     0.232462	 7.11501e-007	 2.38736e-007
     0.233033	 6.74998e-007	 2.38815e-007
     0.233603	 5.73898e-007	 2.38535e-007
     0.234174	 1.25401e-007	 2.37672e-007
     0.234744	-2.65296e-007	 2.36980e-007
     0.235315	-1.20599e-007	 2.36854e-007
     0.235885	 4.03961e-008	 2.36903e-007
     0.236456	 1.61497e-007	 2.36846e-007
     0.237026	 2.43599e-007	 2.36632e-007
     0.237597	 2.25504e-007	 2.36690e-007
     0.238167	 2.43403e-007	 2.36601e-007
     0.238738	-2.03996e-007	 2.35547e-007
     0.239308	-3.65035e-008	 2.35698e-007
     0.239879	 2.70804e-007	 2.35834e-007
     0.240449	-1.68795e-007	 2.35078e-007
     0.241020	-8.24999e-007	 2.33746e-007
     0.241590	-3.95601e-007	 2.34397e-007
     0.242161	-1.94501e-007	 2.34424e-007
     0.242731	-5.01022e-008	 2.34541e-007
     0.243301	-3.40951e-008	 2.34257e-007
     0.243872	-2.23801e-007	 2.33816e-007
     0.244442	-9.21063e-008	 2.34171e-007
     0.245013	-2.98700e-007	 2.33481e-007
     0.245583	-4.51000e-007	 2.32954e-007
     0.246154	-1.48306e-007	 2.33231e-007
     0.246724	-1.16401e-007	 2.33203e-007
     0.247294	-5.24960e-008	 2.33189e-007
     0.247865	-1.40499e-007	 2.32869e-007
     0.248435	-2.31899e-007	 2.32405e-007
     0.249006	 1.52097e-007	 2.33168e-007
     0.249576	 7.79037e-008	 2.32883e-007
     0.250146	 9.65010e-008	 2.32638e-007
     0.250717	 2.38797e-007	 2.32740e-007
     0.251287	-1.33950e-008	 2.32270e-007
     0.251858	-2.88499e-007	 2.31479e-007
     0.252428	-5.20100e-007	 2.30983e-007
     0.252998	-5.51001e-007	 2.30907e-007
     0.253569	-1.67100e-007	 2.31464e-007
     0.254139	-1.66503e-007	 2.31393e-007
     0.254709	 1.90048e-008	 2.31395e-007
     0.255280	 1.57699e-007	 2.31534e-007
     0.255850	-1.89197e-007	 2.30777e-007
     0.256420	 3.70346e-009	 2.30965e-007
     0.256991	 1.34001e-007	 2.31004e-007
     0.257561	 1.15499e-007	 2.30898e-007
     0.258131	 3.26101e-007	 2.31095e-007
     0.258702	 2.00904e-007	 2.30781e-007
     0.259272	-1.57306e-007	 2.29970e-007
     0.259842	-4.12983e-008	 2.29915e-007
     0.260413	 5.29981e-008	 2.29730e-007
     0.260983	 3.07904e-007	 2.30176e-007
     0.261553	-3.42501e-007	 2.28879e-007
     0.262123	-3.18003e-007	 2.28871e-007
     0.262694	-2.88295e-007	 2.28712e-007
     0.263264	-2.31703e-007	 2.28522e-007
     0.263834	 2.43017e-008	 2.29020e-007
     0.264405	-8.87012e-008	 2.28602e-007
     0.264975	-1.06498e-007	 2.28535e-007
     0.265545	 6.48943e-008	 2.28544e-007
     0.266115	 5.78002e-008	 2.28354e-007
     0.266686	 2.67974e-008	 2.28231e-007
     0.267256	 1.33099e-007	 2.28237e-007
     0.267826	-2.40980e-008	 2.27547e-007
     0.268396	-1.92602e-007	 2.27140e-007
     0.268966	 2.26995e-007	 2.27614e-007
     0.269537	 1.06898e-007	 2.27502e-007
     0.270107	 2.64990e-008	 2.26982e-007
     0.270677	 9.65010e-008	 2.27062e-007
     0.271247	-8.05012e-008	 2.26629e-007
     0.271817	-5.17299e-007	 2.25923e-007
     0.272388	-5.33102e-007	 2.25654e-007
     0.272958	-3.51400e-007	 2.25826e-007
     0.273528	-1.88600e-007	 2.25957e-007
     0.274098	 1.76398e-007	 2.26522e-007
     0.274668	 1.50801e-007	 2.26088e-007
     0.275238	-2.36905e-007	 2.25224e-007
     0.275809	-2.55699e-007	 2.25224e-007
     0.276379	 8.20000e-009	 2.25517e-007
     0.276949	-3.39787e-009	 2.25412e-007
     0.277519	-4.31799e-007	 2.24455e-007
     0.278089	-2.68497e-007	 2.24825e-007
     0.278659	 9.52059e-008	 2.25245e-007
     0.279229	 9.57007e-008	 2.24953e-007
     0.279800	 1.41299e-007	 2.24870e-007
     0.280370	 6.13800e-007	 2.25579e-007
     0.280940	 6.65699e-007	 2.25459e-007
     0.281510	 4.62001e-007	 2.25116e-007
     0.282080	-3.11098e-007	 2.23818e-007
     0.282650	-9.71995e-008	 2.23742e-007
     0.283220	 2.52301e-007	 2.24276e-007
     0.283790	 3.58050e-008	 2.23737e-007
     0.284360	-3.52011e-008	 2.23554e-007
     0.284930	-2.65201e-007	 2.22969e-007
     0.285500	-4.25505e-007	 2.22589e-007
     0.286070	-3.54499e-007	 2.22749e-007
     0.286641	-3.62401e-007	 2.22309e-007
     0.287211	-4.00702e-007	 2.22463e-007
     0.287781	 1.11002e-007	 2.22959e-007
     0.288351	-9.26957e-008	 2.22656e-007
     0.288921	-2.22506e-007	 2.22310e-007
     0.289491	 5.26998e-008	 2.22413e-007
     0.290061	 7.24031e-008	 2.22660e-007
     0.290631	-4.50898e-007	 2.21489e-007
     0.291201	-8.20000e-008	 2.21793e-007
     0.291771	-8.36008e-008	 2.21521e-007
     0.292341	-7.50952e-008	 2.21046e-007
     0.292911	 2.45003e-007	 2.21480e-007
     0.293481	-1.00801e-007	 2.20423e-007
     0.294051	-4.21198e-007	 2.19645e-007
     0.294621	-6.17001e-007	 2.19073e-007
     0.295191	-4.96904e-007	 2.18812e-007
     0.295761	-2.60989e-008	 2.19420e-007
     0.296330	-4.22900e-007	 2.18768e-007
     0.296900	-4.77005e-007	 2.18445e-007
     0.297470	-6.80302e-009	 2.19166e-007
     0.298040	 2.03196e-007	 2.19259e-007
     0.298610	-6.61967e-008	 2.18664e-007
     0.299180	-4.10902e-007	 2.17922e-007
     0.299750	-2.63797e-007	 2.18105e-007
     0.300320	 1.96203e-007	 2.18713e-007
     0.300890	 5.46097e-007	 2.19267e-007
     0.301460	-1.16095e-007	 2.18062e-007
     0.302030	-3.11797e-007	 2.17521e-007
     0.302600	-4.93405e-007	 2.17106e-007
     0.303169	-4.37896e-007	 2.17047e-007
     0.303739	-3.33595e-007	 2.17111e-007
     0.304309	-5.39898e-007	 2.16693e-007
     0.304879	-4.09505e-007	 2.16616e-007
     0.305449	-1.39000e-007	 2.17139e-007
     0.306019	-2.21196e-007	 2.16780e-007
     0.306589	-4.12983e-008	 2.17125e-007
     0.307158	-9.70031e-008	 2.16709e-007
     0.307728	-3.66701e-007	 2.16293e-007
     0.308298	-1.11897e-007	 2.16702e-007
     0.308868	-3.15995e-008	 2.16453e-007
     0.309438	-1.06600e-007	 2.16429e-007
     0.310008	-1.71502e-007	 2.15916e-007
     0.310577	 1.43198e-007	 2.16543e-007
     0.311147	     0.000000	 2.15952e-007
     0.311717	-4.68935e-008	 2.15730e-007
     0.312287	 1.75700e-007	 2.16185e-007
     0.312856	 6.70043e-008	 2.15670e-007
     0.313426	-2.47601e-007	 2.15369e-007
     0.313996	 1.98495e-007	 2.15708e-007
     0.314566	 2.29906e-007	 2.15570e-007
     0.315136	 2.84206e-007	 2.15693e-007
     0.315705	 4.16403e-007	 2.15472e-007
     0.316275	 2.40798e-007	 2.15434e-007
     0.316845	 1.59002e-007	 2.14878e-007
     0.317414	-1.60893e-007	 2.14418e-007
     0.317984	-1.08797e-007	 2.14349e-007
     0.318554	 1.78399e-007	 2.14371e-007
     0.319124	-6.58983e-008	 2.14159e-007
     0.319693	-5.29697e-007	 2.12944e-007
     0.320263	-5.90699e-007	 2.13155e-007
     0.320833	-2.51202e-007	 2.13298e-007
     0.321402	-9.77016e-008	 2.13361e-007
     0.321972	-7.96063e-008	 2.13487e-007
     0.322542	-1.76798e-007	 2.13037e-007
     0.323111	 1.11395e-007	 2.13592e-007
     0.323681	 3.98293e-007	 2.13692e-007
     0.324251	 4.26196e-007	 2.13654e-007
     0.324820	-1.25001e-008	 2.12941e-007
     0.325390	-3.43702e-007	 2.11985e-007
     0.325960	 4.94983e-008	 2.12755e-007
     0.326529	 1.74397e-007	 2.12619e-007
     0.327099	-1.91299e-007	 2.12243e-007
